event_id,ticker,event_ts,event_type,n_insiders,n_filings,total_value,first_filing
f4_WHF_2026-03-17,WHF,2026-03-17,form4_cluster_buy,2,7,186767.95,2026-03-16
f4_GCBC_2026-03-18,GCBC,2026-03-18,form4_cluster_buy,2,3,198080.0,2026-03-18
f4_ARQ_2026-03-19,ARQ,2026-03-19,form4_cluster_buy,3,4,173745.15,2026-03-16
f4_EML_2026-03-20,EML,2026-03-20,form4_cluster_buy,7,7,190285.5,2026-03-17
f4_KLC_2026-03-23,KLC,2026-03-23,form4_cluster_buy,2,3,1054221.28,2026-03-18
f4_OSUR_2026-03-23,OSUR,2026-03-23,form4_cluster_buy,2,2,189197.25,2026-03-23
f4_INSE_2026-03-27,INSE,2026-03-27,form4_cluster_buy,3,8,545788.85,2026-03-27
f4_TGEN_2026-03-27,TGEN,2026-03-27,form4_cluster_buy,5,6,105398.5,2026-03-23
f4_XZO_2026-03-27,XZO,2026-03-27,form4_cluster_buy,2,7,240700.0,2026-03-23
f4_LENZ_2026-03-30,LENZ,2026-03-30,form4_cluster_buy,3,3,365575.74,2026-03-30
f4_AFCG_2026-04-01,AFCG,2026-04-01,form4_cluster_buy,2,4,162225.8,2026-03-30
f4_LODE_2026-04-02,LODE,2026-04-02,form4_cluster_buy,2,3,179396.0,2026-04-01
f4_NTHI_2026-04-13,NTHI,2026-04-13,form4_cluster_buy,2,4,131950.0,2026-04-09
f4_USAU_2026-04-14,USAU,2026-04-14,form4_cluster_buy,3,3,158265.95,2026-04-10
f4_TBN_2026-04-15,TBN,2026-04-15,form4_cluster_buy,2,2,621639.21,2026-04-10
f4_PRLD_2026-04-23,PRLD,2026-04-23,form4_cluster_buy,2,4,24999997.2,2026-04-23
f4_GAME_2026-04-27,GAME,2026-04-27,form4_cluster_buy,2,5,1374517.94,2026-04-24
f4_AVBC_2026-04-30,AVBC,2026-04-30,form4_cluster_buy,4,4,205205.4,2026-04-29
f4_SUNE_2026-05-01,SUNE,2026-05-01,form4_cluster_buy,2,2,1199999.82,2026-05-01
f4_ANIK_2026-05-04,ANIK,2026-05-04,form4_cluster_buy,2,2,223200.16,2026-04-30
f4_BWMX_2026-05-04,BWMX,2026-05-04,form4_cluster_buy,2,2,170758.64,2026-04-30
f4_OFIX_2026-05-08,OFIX,2026-05-08,form4_cluster_buy,2,9,2294222.45,2026-05-07
f4_FTCI_2026-05-12,FTCI,2026-05-12,form4_cluster_buy,3,4,145385.0,2026-05-07
f4_INFU_2026-05-12,INFU,2026-05-12,form4_cluster_buy,3,4,131469.0,2026-05-12
f4_LODE_2026-05-14,LODE,2026-05-14,form4_cluster_buy,2,3,1538014.57,2026-05-12
f4_LTRN_2026-05-14,LTRN,2026-05-14,form4_cluster_buy,2,2,200001.28,2026-05-14
f4_STRZ_2026-05-14,STRZ,2026-05-14,form4_cluster_buy,2,2,310150.0,2026-05-14
f4_AVBC_2026-05-15,AVBC,2026-05-15,form4_cluster_buy,3,6,167306.36,2026-05-11
f4_HDSN_2026-05-15,HDSN,2026-05-15,form4_cluster_buy,7,9,151409.75,2026-05-15
f4_NCDL_2026-05-15,NCDL,2026-05-15,form4_cluster_buy,2,2,115960.22,2026-05-13
f4_RGR_2026-05-15,RGR,2026-05-15,form4_cluster_buy,2,2,229890.0,2026-05-13
f4_SSP_2026-05-15,SSP,2026-05-15,form4_cluster_buy,2,2,262274.78,2026-05-14
f4_GRNT_2026-05-18,GRNT,2026-05-18,form4_cluster_buy,4,4,700497.8,2026-05-13
f4_TLSI_2026-05-18,TLSI,2026-05-18,form4_cluster_buy,5,6,1821429.38,2026-05-18
f4_AEBI_2026-05-19,AEBI,2026-05-19,form4_cluster_buy,5,5,247315.0,2026-05-19
f4_CTEV_2026-05-19,CTEV,2026-05-19,form4_cluster_buy,3,4,468588.4,2026-05-19
f4_LWAY_2026-05-19,LWAY,2026-05-19,form4_cluster_buy,2,8,8401936.47,2026-05-18
f4_KRMD_2026-05-20,KRMD,2026-05-20,form4_cluster_buy,3,4,1459129.36,2026-05-18
f4_OBIO_2026-05-20,OBIO,2026-05-20,form4_cluster_buy,3,4,138930.65,2026-05-18
f4_SWIM_2026-05-21,SWIM,2026-05-21,form4_cluster_buy,2,2,315745.0,2026-05-20
f4_WW_2026-05-21,WW,2026-05-21,form4_cluster_buy,3,3,310876.0,2026-05-21
f4_ACOG_2026-05-22,ACOG,2026-05-22,form4_cluster_buy,2,5,356714.12,2026-05-19
f4_BRCB_2026-05-22,BRCB,2026-05-22,form4_cluster_buy,4,6,73357896.58,2026-05-19
f4_CCAP_2026-05-22,CCAP,2026-05-22,form4_cluster_buy,4,4,1077080.5,2026-05-20
f4_AII_2026-05-27,AII,2026-05-27,form4_cluster_buy,3,3,199715.5,2026-05-26
f4_HCWB_2026-05-27,HCWB,2026-05-27,form4_cluster_buy,3,3,430000.25,2026-05-27
f4_WW_2026-05-27,WW,2026-05-27,form4_cluster_buy,2,5,314810.48,2026-05-27
f4_WHF_2026-05-29,WHF,2026-05-29,form4_cluster_buy,3,10,376111.5,2026-05-26
f4_BOC_2026-06-01,BOC,2026-06-01,form4_cluster_buy,2,7,1192233.19,2026-05-27
f4_LODE_2026-06-03,LODE,2026-06-03,form4_cluster_buy,4,6,1614816.14,2026-06-03
f4_MDWD_2026-06-04,MDWD,2026-06-04,form4_cluster_buy,3,6,136045.69,2026-06-01
f4_WHF_2026-06-05,WHF,2026-06-05,form4_cluster_buy,2,9,201876.2,2026-06-02
f4_ARDT_2026-06-08,ARDT,2026-06-08,form4_cluster_buy,2,2,186399.8,2026-06-08
f4_EML_2026-06-08,EML,2026-06-08,form4_cluster_buy,2,4,133412.88,2026-06-05
f4_INR_2026-06-08,INR,2026-06-08,form4_cluster_buy,2,4,907181.86,2026-06-03
f4_HRZN_2026-06-11,HRZN,2026-06-11,form4_cluster_buy,6,7,655803.95,2026-06-10
f4_MSIF_2026-06-11,MSIF,2026-06-11,form4_cluster_buy,2,4,100008.96,2026-06-08
f4_BGDE_2026-06-15,BGDE,2026-06-15,form4_cluster_buy,5,12,563277.28,2026-06-11
f4_INR_2026-06-15,INR,2026-06-15,form4_cluster_buy,3,4,630887.55,2026-06-11
f4_KRNY_2026-06-15,KRNY,2026-06-15,form4_cluster_buy,2,3,114476.81,2026-06-11
f4_NEWT_2026-06-16,NEWT,2026-06-16,form4_cluster_buy,2,5,234217.5,2026-06-15
f4_VRA_2026-06-16,VRA,2026-06-16,form4_cluster_buy,2,2,204820.85,2026-06-16
f4_EML_2026-06-17,EML,2026-06-17,form4_cluster_buy,4,6,147540.6,2026-06-12
f4_WHF_2026-06-18,WHF,2026-06-18,form4_cluster_buy,2,3,195966.2,2026-06-16
f4_LOVE_2026-06-23,LOVE,2026-06-23,form4_cluster_buy,3,3,490146.4,2026-06-22
f4_LILA_2026-06-25,LILA,2026-06-25,form4_cluster_buy,4,12,29622130.93,2026-06-23
f4_NVCT_2026-07-01,NVCT,2026-07-01,form4_cluster_buy,2,2,1166000.0,2026-07-01
f4_GRML_2026-07-20,GRML,2026-07-20,form4_cluster_buy,2,2,270102.0,2026-07-17
f4_RBKB_2026-07-23,RBKB,2026-07-23,form4_cluster_buy,4,6,656408.5,2026-07-23
f4_BYRN_2026-07-28,BYRN,2026-07-28,form4_cluster_buy,5,12,381859.16,2026-07-23
f4_ORN_2026-08-04,ORN,2026-08-04,form4_cluster_buy,4,4,320840.35,2026-08-04
f4_GBFH_2026-08-07,GBFH,2026-08-07,form4_cluster_buy,5,8,1742873.54,2026-08-05
f4_AVBC_2026-08-12,AVBC,2026-08-12,form4_cluster_buy,2,7,227519.28,2026-08-12
f4_STRZ_2026-08-12,STRZ,2026-08-12,form4_cluster_buy,2,2,273730.0,2026-08-11
f4_CIA_2026-08-13,CIA,2026-08-13,form4_cluster_buy,2,3,264015.28,2026-08-11
f4_LILA_2026-08-13,LILA,2026-08-13,form4_cluster_buy,2,7,3700379.72,2026-08-11
f4_ANGX_2026-08-14,ANGX,2026-08-14,form4_cluster_buy,2,3,1480602.31,2026-08-14
f4_BPRN_2026-08-14,BPRN,2026-08-14,form4_cluster_buy,2,2,455300.45,2026-08-10
f4_PAL_2026-08-14,PAL,2026-08-14,form4_cluster_buy,3,4,300222.25,2026-08-14
f4_PRE_2026-08-26,PRE,2026-08-26,form4_cluster_buy,2,5,999698.4,2026-08-24
f4_LIEN_2026-08-27,LIEN,2026-08-27,form4_cluster_buy,2,9,185032.36,2026-08-24
f4_FTCI_2026-08-31,FTCI,2026-08-31,form4_cluster_buy,2,3,217394.75,2026-08-26
